[00:00:01.020] 男：键盘给我吧。
[05:23:09.759] 女：就这样吧，这。
[05:23:15.879] 女：而且我感觉我能从这你这里获得的帮助很很很很稀有，然后我也很珍惜，但是他。
[05:23:24.659] 女：他他他并不完全足够，但是他很重要。
[05:23:33.179] 女：所以就是就是我觉得两段关系是不能去比较的，是他们占据我生活中不能不同。
[05:23:40.379] 女：不同方面的位置。
[05:23:42.879] 女：然后如果你真要说的话，肯定会有一个相对来说哪个对我来说更加。
[05:23:50.459] 女：嗯。
[05:23:52.759] 女：也许是说难难难求得，就哪个更加难求得。
[05:23:56.489] 女：但是如果是重要性的话，不是觉得哪一段更重要。
[05:24:02.999] 女：就是就是就更重要，其实是会让我觉得很难很难去回答的。
[05:24:12.399] 男：这是一个。
[05:24:14.059] 女：伪命题呀，这肯定是伪命题呀。
[05:24:16.675] 女：你说你给我提供的支持，甚至这种精神上的一种一种一种一种陪伴。
[05:24:23.179] 女：如果没有这个东西的话，我早就在一年前就死掉了吧。
[05:24:27.119] 女：但是如果说段老师能提供的知识的话，就是在一些社会化的问题上没有那个东西的话，我可能在学习中的局部危险了现在。
[05:24:36.719] 女：就是他是他是他是面对不同方面的，然后我我然后我就跟他说，就是有点类似于不同问题的和不同的人讨论。
[05:24:45.239] 女：我有的事情，我和邓老师。
[05:24:47.939] 女：他他给我的反馈肯定和你的反馈不一样了。
[05:24:54.739] 女：嗯，然后我就想，难道不是给个优先级吗？
[05:24:58.667] 女：当然。
[05:24:59.299] 女：嗯。
[05:25:02.279] 女：优先级。
[05:25:05.479] 女：你说如果要单单从长远的角度来看，说的开业我肯定肯定肯定就从目前的状况下看状态，就是从目前的状况下看，从亲密关系的角度啊，我肯定跟你走的会更长一点。
[05:25:22.779] 女：这在在我今晚拍明星一直想我就本我就能感觉到。
[05:25:28.619] 女：对吧？
[05:25:30.379] 女：他他不他不仅是因为你陪我陪得更久，更多是因为就是我们观念上的一些一些一些契合。
[05:25:39.899] 女：然后还有还有我们经历之中的一些磨合。
[05:25:46.279] 女：并不是因为可能他后来到了。
[05:25:49.419] 女：然后然后他能付出更多努力，然后就能够去平衡掉的。
[05:25:53.719] 女：但是这不能否认他对我也很重要的这个这个问题啊。
[05:26:02.339] 女：我这个我就感觉好像你要踩一捧一，如果我选择了你我就我就不能够去选择。
[05:26:10.039] 女：他我就必须要为了为了你而淡化和对方之间的一些联系，我觉得这个对我来说很不公平。
[05:26:16.739] 女：但可能他也会有那种不公平感吧。
[05:26:23.039] 男：我是一个两难抉择。
[05:26:25.999] 女：对吧我和你我和你之间真的不单纯只是因为我遇到事情了，然后你照顾我。
[05:26:32.059] 女：你你应该也能感觉到就是很多观念。
[05:26:35.130] 女：比如说我抱抱你，然后你正好就之前需要有就是需要的感觉到拥抱这样子。
[05:26:41.619] 女：我这感觉，我操，好意外。
[05:26:48.599] 女：然后还有就是。
[05:26:50.799] 女：还有就是你你这个月片量无数，对吧？
[05:26:53.670] 女：然后我就可以给你看那种笑话。
[05:27:01.759] 男：干嘛？
[05:27:02.220] 男：这样能成为一种优势。
[05:27:04.439] 女：你算啊，肯定算啊，那那那这就成为了我和我可以和你开一些。
[05:27:10.499] 女：那些性性玩笑的一个基础嘛，对吧？
[05:27:15.259] 女：然后这个还是我开玩笑，对于我的某种你可以你其实真的可以把他们当作是治愈是有帮助的。
[05:27:24.859] 女：然后还有一些，就比如说你你你你你学理科，然后你。
[05:27:30.099] 女：你你在理工科的那种那种解决问题的思维。
[05:27:37.979] 女：你还有还有还有你你在一些文学上的一些理念，和我的某种不谋而合。
[05:27:48.099] 女：嗯嗯。
[05:27:51.299] 女：但怎么说，我和很多朋友在这里，在这件事情上是没有没有没有肯定没有办法能百分百契合的。
[05:27:59.015] 女：但是我觉得这个东西不是很重要。
[05:28:01.785] 女：比如说比如说我们相处之间的感觉，然后你为人的一些一些观念，然后这件事可以让我去无视你。
[05:28:09.979] 女：比如说我们所谓的文学观、价值观观上面的一些不同，比如说我和李志成就是这样子的。
[05:28:22.019] 女：那那肯定嗯你要说你你要说跟和谁更契合的话，我肯定是和你更契合。
[05:28:30.139] 女：但是但是比如说在某看某些玩笑话呀，在那个吃上面啊。
[05:28:35.459] 女：在在在嗯比如说在在复习呀，在一些。
[05:28:42.659] 女：就是需要关注的地方上的契合，那我肯定是有大老师更契合。
[05:28:47.859] 女：但我觉得没有办法说啊，我我这个和那个人契合一点，然后我这个和这个人契合一点，有可能那个谁契合的多一点，然后谁就更重要，我觉得完全不能这样子去看。
[05:28:59.679] 女：反正是他们就是就是他们都很重要，然后他们都都都过分了，我的养料。
[05:29:09.639] 女：嗯，我我觉得这个真的要摆正自自己的位置和心态了。
[05:29:20.839] 女：比如说我我一直我一直期待的在学校里面能够能够去。
[05:29:27.139] 女：能够有人去给我提供。
[05:29:29.799] 女：呃，和和领导对接，然后去看通知的一些能力。
[05:29:35.119] 女：这个是正你们能够提供给我的吗？
[05:29:37.606] 女：不可能。
[05:29:38.279] 女：他最多只能在在我听到我说我操又错过了。
[05:29:42.501] 女：然后郑英文就不不不加评判的说，我说抱抱呢？
[05:29:50.079] 女：但是但是我真正需要的是一种。
[05:29:52.879] 女：类似于。
[05:29:54.759] 女：不完全像导师一样的去去稍微监督一下我这种角色。
[05:30:01.919] 女：但是这个这个会提高我的效率。
[05:30:05.759] 女：但也不是这这那就是我肯定也不是说郑英文做的不够好。
[05:30:13.219] 男：你想做，这也不是你。
[05:30:14.833] 女：能做到的呀，你又不在。
[05:30:16.649] 男：我的学校里。
[05:30:18.079] 男：对呀，那你天天有啥事我不知道啊。
[05:30:21.899] 女：你又不是对啊，你又不是半干。
[05:30:26.679] 男：哎，你室友还好说一点。
[05:30:28.923] 女：我室友也做不到啊。
[05:30:35.219] 女：然后像我像像我有一些东西肯定是异地做不到的呀。
[05:30:43.979] 男：嗯，对呀，这不又是异地吗？
[05:30:46.265] 男：我感觉。
[05:30:46.952] 女：有时候咱俩异地也挺好。
[05:30:51.019] 男：有时候我也是这样想你。
[05:30:53.131] 女：也这么觉得吗？
[05:30:54.959] 男：你很多时候。
[05:30:57.019] 男：你必须他们拉一个缓冲区。
[05:31:00.319] 女：我真的感觉咱俩异地会让我们关系更持久，我操。
[05:31:05.799] 女：好像就是我们线下面对面除了抱抱，然后。
[05:31:10.399] 女：然后然后做那种特别亲密的举动，然后别的好像就没有那么能够像在线上一样，让我感觉到那种稳固性。
[05:31:20.699] 男：这个东西我归咎于还是见的少。
[05:31:24.259] 女：不完全是。
[05:31:27.619] 女：不完全是真的。
[05:31:30.399] 女：关键是嗯。
[05:31:33.959] 女：所以有的时候我问你，好像和你绑定了，就这些不安还是昨天晚上收到的。
[05:31:40.113] 女：是。
[05:31:44.899] 女：我操线下见面，你这偶尔某某某些时刻真的会觉得你烦。
[05:31:50.899] 男：觉得我烦嗯。
[05:31:53.759] 男：你看这家伙啥时候呀？
[05:31:56.339] 女：我不不太清楚是啥时候，反正就是在弹幕是我特定的时刻，会以身体为主。
[05:32:02.079] 女：那种稍微有点烦躁。
[05:32:05.039] 女：但是但是我想但是但是这个又但是这个又不是那种。
[05:32:10.299] 女：就是他会生气那么烦躁，然后其实我更加烦。
[05:32:16.459] 男：嗯。
[05:32:17.379] 女：我也不是也不是说特别特别的什么期待吧。
[05:32:21.179] 女：然后我认为，我就意识到不行，这样不行。
[05:32:23.879] 女：我得我得说更多的一些东西。
[05:32:28.499] 女：所以我就说在某种程度上。
[05:32:31.479] 女：我和邓老师，我想和赵老师建立那种亲密接触，也是为了咱们的稳固性。
[05:32:39.019] 女：嗯。
[05:32:40.259] 女：这么说有点诡辩。
[05:32:44.719] 男：把鬼片。
[05:32:47.079] 女：就是我和另外一个人建立亲密关系，主要是为了我和我和你之间能够更加牢固。
[05:32:53.799] 男：那这话你可不能对别人说。
[05:32:56.719] 女：肯定不等了啊，但是我能意识到有有个有这个原因在。
[05:33:03.079] 女：但他是一方面啊，他不是一个特别主要的原因。
[05:33:07.639] 男：对的对的，嗯。
[05:33:08.804] 女：我操真真你能接受这个这个这个这个事情也是很厉害的。
[05:33:16.379] 男：哎，我就如此肯定。
[05:33:28.039] 女：哎，所以为啥非得喜欢我？
[05:33:31.959] 女：祝你们一辈子特别喜欢我，是挺努力的。
[05:33:36.079] 女：你因为一张照片喜欢上我也是挺牛逼的。
[05:33:41.579] 男：那只是诱因。
[05:33:44.339] 女：没有这个诱因，后面都不想出了。
[05:33:50.819] 女：测评。
[05:33:53.719] 男：你这家伙。
[05:33:57.219] 男：我又不是色批，我还能去专门跑过来见你吗？
[05:34:02.159] 女：哼。
[05:34:06.159] 女：想和你做爱怎么办？
[05:34:08.905] 女：我操你妈。
[05:34:13.539] 女：嗯，然后然后然后这几天我觉得没有办法回答的，就是就是你是我就是我和你是什么关系啊？
[05:34:20.248] 女：然后如果我和他建立关系，那咱们那咱们三人之间互相是什么关系啊？
[05:34:25.369] 女：这这种。
[05:34:28.479] 男：那个甜蜜关系，还是不要小看我比较好。
[05:34:33.219] 女：嗯。
[05:34:36.879] 男：这是我的直觉。
[05:34:39.579] 女：对。
[05:34:46.259] 男：我去搞那种。
[05:34:50.259] 女：我反正我和他说不想扯上你吧。
[05:34:54.559] 男：你最好。
[05:34:56.359] 男：最好你俩上学的时候，当我。
[05:34:59.719] 女：嗯。
[05:35:02.439] 女：让他知道你，你帮助了我这样子。
[05:35:07.979] 女：他知道你在我最脆弱的时候出现，然后帮助了我。
[05:35:13.359] 男：嗯。
[05:35:14.479] 女：你等你要知道的就是你知道我我们最近的近况什么的。
[05:35:20.819] 男：没有足够。
[05:35:28.259] 女：嗯，那至于我们之间有没有发生关系这个呢？
[05:35:35.699] 男：嗯。
[05:35:37.459] 女：叫他叫他问之后我再说嘛。
[05:35:41.959] 男：等他问了再说。
[05:35:44.139] 女：我知道我们之间的我们之间发生的这个东西。
[05:35:48.339] 女：你很难说是发生了关系，你懂吧？
[05:35:50.989] 女：就是我我很难找到一个很具体的定义一样。
[05:36:00.479] 女：对吧？
[05:36:03.759] 男：啊，毕竟一直没越线嘛。
[05:36:08.699] 女：也不完全是吧，你还是约了一下吧。
[05:36:12.439] 男：反正他。
[05:36:13.739] 男：对。
[05:36:20.919] 女：那我不是有在跟你主动表达吗？
[05:36:25.599] 女：嗯。
[05:36:27.159] 男：你在给我表达的是我一直都是这个态度。
[05:36:30.299] 女：你这家伙。
[05:36:32.259] 女：你想不想喝？
[05:36:33.477] 女：想不想和我做？
[05:36:37.639] 男：你如果说想不想的话。
[05:36:39.943] 女：那我是想的嗯。
[05:36:41.939] 男：但是这是一个能不能的问题。
[05:36:45.379] 女：换东西。
[05:36:47.479] 男：哎。
[05:36:48.679] 男：那那那那那我要是不嫁给我还是坏的问题呢。
[05:36:58.079] 男：会被被你说的坏东西，还是。
[05:37:03.979] 女：想靠着一次一次做爱。
[05:37:10.199] 女：我讨厌。
[05:37:15.139] 男：说什么都可以呀。
[05:37:19.279] 女：我想做爱。
[05:37:23.339] 女：想想想你了，又想一句玩你。
[05:37:28.199] 男：哎呀哎呀，抱抱你说。
[05:37:30.959] 男：有点太失控了呀。
[05:37:33.639] 女：嗯，刚才有手机玩你。
[05:37:40.739] 男：都换了一次呢。
[05:37:42.359] 女：嗯。
[05:37:47.919] 女：听到了吗？
[05:37:50.879] 男：看到了什么？
[05:37:52.459] 女：从礼物、小玩具纹理。
[05:37:56.039] 男：忘了呀。
[05:38:00.299] 男：听到了抱抱你好不好？
[05:38:05.299] 女：好不好？
[05:38:07.939] 男：比他好。
[05:38:09.859] 女：讨厌。
[05:38:17.339] 女：像一天李子那个那个。
[05:38:29.779] 女：我没办法呀，谁叫我谁叫我之前经历的一直是那种三角关系啊。
[05:38:37.099] 女：那我现在也没有办法，我又不是主动的，我是不得不又陷入一种分开关系啊。
[05:38:46.919] 女：疼死了。
[05:38:51.219] 男：发给你。
[05:38:52.279] 男：三角板。
[05:39:00.119] 女：那我也没办法呀。
[05:39:05.399] 男：对吧？
[05:39:08.759] 女：你要是你要是想啃我这朵花，你就必须得把我脚下的泥洼，然后闻到他的臭味。
[05:39:18.599] 女：就是因为就是因为夹在粪土上才能开的这么香。
[05:39:45.439] 女：给你看段老师刚才给我发的东西。
[05:40:11.839] 女：你难过的痛。
[05:40:25.599] 女：我带个人就要回宿舍睡觉。
[05:40:51.259] 女：你傻逼女的来投诉我是吧？
[05:40:54.307] 女：操你妈。
